pid,bc,yds
668350,MR-2500,-1
668353,DF-1875,0
668358,AA-1350,-1
668364,DF-1875,3
668365,DF-1875,12
668366,DF-1875,11
668369,TC-2050,5
668374,AA-1350,10
668380,DF-1875,2
668382,TC-2050,10
668384,DF-1875,9
668385,DF-1875,2
668387,DF-1875,0
668390,AA-1350,3
668391,DM-1200,6
668392,AA-1350,-1
668397,DF-1875,5
668398,DF-1875,0
668400,DF-1875,4
668402,PD-0700,0
668405,AA-1350,3
668406,ZM-0150,0
668411,DF-1875,1
668412,DF-1875,1
668419,DF-1875,3
668420,DF-1875,1
668421,MR-2500,-2
668428,FG-0200,2
668429,FG-0200,7
668432,MI-0100,4
668435,CS-3400,1
668438,KR-1050,1
668442,FG-0200,0
668444,AL-1100,9
668447,KR-1050,6
668449,KR-1050,4
668451,KR-1050,-2
668455,KR-1050,1
668459,CS-3400,5
668464,KR-1050,4
668466,KR-1050,6
668469,CS-3400,9
668470,MI-0100,2
668474,FG-0200,8
668475,FG-0200,14
668480,MI-0100,20
668482,MI-0100,0
668487,FG-0200,3
668489,AB-2600,5
668497,MI-0100,11
668498,MI-0100,44
668500,MI-0100,4
668517,AL-1100,16
668520,DB-3800,-1
668523,FG-0200,1
668526,MI-0100,35
668527,MI-0100,17
668528,KR-1050,4
668530,KR-1050,0
668531,MI-0100,1
668536,FG-0200,4
668544,CS-3400,1
668546,KR-1050,2
668554,MI-0100,5
668556,MI-0100,1
668566,KR-1050,1
668574,KR-1050,2
668579,FG-0200,4
668586,KR-1050,-1
668591,AL-1100,2
668595,MI-0100,3
668596,MI-0100,-4
668608,KR-1050,0
668612,DB-3800,-1
668613,DB-3800,-1
668614,DB-3800,-1
668617,AA-0025,2
668619,TR-0370,8
668620,AA-0025,8
668625,AP-0700,3
668627,AP-0700,2
668628,AP-0700,-3
668630,SD-0537,9
668631,AP-0700,2
668634,AP-0700,12
668635,AP-0700,0
668644,JB-2700,14
668645,AA-0025,9
668649,AP-0700,-4
668653,JM-3450,7
668654,JM-3450,1
668655,JM-3450,-2
668665,AP-0700,1
668668,TB-2650,0
668669,AA-0025,3
668670,AA-0025,13
668678,JM-3450,9
668679,JM-3450,6
668680,JM-3450,2
668681,AP-0700,1
668699,AP-0700,2
668704,AP-0700,-2
668709,AA-0025,0
668710,AA-0025,5
668713,AP-0700,75
668714,AP-0700,-3
668720,AA-0025,3
668723,AP-0700,15
668724,AP-0700,-2
668729,AP-0700,-2
668734,JB-2700,6
668735,JB-2700,1
668740,TR-0370,-1
668742,AP-0700,0
668743,JM-3450,4
668746,TR-0370,1
668750,AP-0700,0
668752,JM-3450,4
668753,JM-3450,5
668754,ZL-0200,0
668762,GW-1650,0
668763,MB-5175,0
668765,ZL-0200,2
668766,TB-2650,2
668767,AP-0700,1
668768,JL-2250,-6
668773,MS-4100,5
668775,TB-2650,-1
668779,LB-0250,2
668786,CW-1450,9
668787,CW-1450,2
668788,DT-0850,13
668794,LB-0250,5
668797,AB-3500,6
668798,LB-0250,3
668799,DW-3600,6
668801,LB-0250,2
668802,DW-3600,0
668803,DW-3600,3
668804,LB-0250,3
668810,CW-1450,-4
668812,AS-1600,7
668814,CW-1450,9
668816,KD-0450,2
668818,CW-1450,5
668820,CW-1450,1
668823,LB-0250,21
668825,LB-0250,6
668826,LB-0250,7
668827,LB-0250,2
668828,LB-0250,4
668829,LB-0250,3
668830,DW-3600,0
668832,CW-1450,4
668848,LJ-1250,-2
668850,CW-1450,3
668864,MB-4550,13
668866,CW-1450,0
668868,CW-1450,5
668871,CW-1450,9
668873,CW-1450,1
668874,CW-1450,1
668875,CW-1450,1
668878,LB-0250,2
668881,LB-0250,11
668882,LB-0250,4
668886,CW-1450,11
668887,SW-0350,3
668891,LB-0250,1
668893,LB-0250,42
668894,LB-0250,3
668899,CW-1450,1
668902,CW-1450,36
668903,CW-1450,4
668904,SW-0350,5
668905,CW-1450,1
668917,CW-1450,4
668918,CW-1450,5
668919,CW-1450,2
668920,AS-1600,-1
668921,AS-1600,-1
668924,TG-1950,-4
668927,IC-0300,8
668928,IC-0300,3
668932,DJ-1850,-3
668934,DJ-1850,4
668935,DJ-1850,-2
668937,TG-1950,5
668938,TG-1950,-3
668942,JM-2900,9
668943,IC-0300,0
668945,IC-0300,-2
668949,IC-0300,0
668953,JM-2900,1
668959,TG-1950,14
668960,TG-1950,-3
668964,RT-1950,2
668973,IC-0300,3
668977,JM-2900,9
668980,TG-1950,6
668981,TG-1950,3
668982,TG-1950,15
668983,BC-3070,-1
668987,DJ-1850,2
668990,IC-0300,-5
668991,JM-2900,2
668993,DJ-1850,10
668995,TG-1950,12
669004,RT-1950,22
669005,RT-1950,-1
669006,RT-1950,3
669011,TG-1950,48
669012,BC-3070,4
669014,BC-3070,0
669020,RT-1950,4
669029,TG-1950,0
669032,TG-1950,1
669040,TG-1950,5
669041,TG-1950,2
669044,IC-0300,2
669047,TA-1050,21
669048,TG-1950,3
669050,TG-1950,3
669054,TG-1950,16
669062,DJ-1850,6
669067,TG-1950,3
669068,TG-1950,2
669070,BC-3070,8
669078,JM-0850,5
669079,NF-0250,-1
669080,NF-0250,-1
669083,AF-0900,-2
669088,LM-1150,13
669090,LM-1150,7
669094,AF-0900,2
669095,AF-0900,-5
669098,LM-1150,0
669100,JG-3050,0
669109,CP-1950,0
669110,CP-1950,-3
669113,LM-1150,29
669114,LM-1150,3
669115,LM-1150,3
669120,AF-0900,1
669123,LM-1150,8
669124,LM-1150,6
669125,RT-0150,3
669127,LM-1150,2
669135,AF-0900,4
669139,LM-1150,1
669141,LM-1150,7
669142,JL-0215,5
669144,LM-1150,5
669150,AF-0900,0
669152,AF-0900,3
669155,AF-0900,11
669157,CP-1950,2
669162,AF-0900,2
669164,LM-1150,6
669165,LM-1150,85
669168,AF-0900,11
669178,JG-3050,-1
669180,DW-3125,0
669181,DW-3125,-1
669182,JG-3050,4
669184,AF-0900,4
669185,AF-0900,1
669187,AF-0900,1
669192,DW-3125,19
669193,DW-3125,1
669196,AF-0900,3
669200,JG-3050,15
669201,JG-3050,0
669203,JG-3050,4
669209,AF-0900,5
669210,AB-1975,3
669211,AB-1975,3
669213,AF-0900,2
669224,CP-1950,5
669233,JG-3050,2
669237,JG-3050,1
669238,JG-3050,3
669245,AB-1975,2
669248,AF-0900,11
669250,AF-0900,5
669257,JG-3050,8
669258,JG-3050,16
669259,JG-3050,-4
669261,MM-4700,-1
669262,MM-4700,0
669263,MM-4700,-1
669265,CI-0300,-4
669273,ZS-0150,0
669279,ZS-0150,4
669282,RF-0500,3
669283,ZS-0150,2
669294,CI-0300,3
669295,RF-0500,11
669298,CI-0300,3
669299,CI-0300,3
669302,CI-0300,0
669304,CI-0300,2
669305,RF-0500,7
669306,CI-0300,1
669315,ZS-0150,2
669316,ZS-0150,6
669320,LB-0500,3
669325,TB-2300,11
669326,JW-2550,1
669329,TB-2300,1
669333,CI-0300,2
669345,CI-0300,2
669346,RF-0500,5
669356,LB-0500,1
669366,CI-0300,3
669369,ZS-0150,5
669370,ZS-0150,0
669372,CI-0300,3
669374,CI-0300,3
669378,CI-0300,4
669383,TB-2300,1
669387,CI-0300,4
669388,CI-0300,7
669390,RF-0500,3
669391,CI-0300,2
669400,LB-0500,-7
669406,TB-2300,2
669411,CI-0300,3
669419,JW-2550,3
669439,BO-0150,1
669441,LM-1850,1
669442,LM-1850,1
669455,LM-1850,14
669458,JO-0550,3
669468,DW-4300,4
669474,LM-1850,2
669475,LM-1850,17
669476,TJ-2400,13
669487,LM-1850,1
669498,LM-1850,3
669506,BO-0150,4
669507,BO-0150,5
669508,BO-0150,2
669510,BO-0150,2
669512,DW-4300,5
669516,DC-0725,4
669524,DW-4300,5
669527,DW-4300,6
669530,LM-1850,2
669531,LM-1850,6
669532,TJ-2400,3
669535,TJ-2400,19
669540,BO-0150,15
669546,LM-1850,24
669547,RH-1600,0
669548,RH-1600,-3
669551,MG-1150,11
669553,MG-1150,0
669557,LM-1850,4
669559,JO-0550,1
669563,MG-1150,8
669564,MG-1150,3
669566,MG-1150,0
669567,MG-1150,4
669569,MG-1150,3
669576,RH-1600,3
669577,RH-1600,3
669580,BO-0150,3
669583,BO-0150,-1
669593,BO-0150,4
669599,LM-1850,1
669602,LM-1850,3
669603,LM-1850,3
669605,LM-1850,3
669612,DW-4300,6
669625,DC-0725,-1
669627,RJ-0800,8
669629,RJ-0800,0
669632,RJ-0800,6
669638,LW-1150,15
669639,JR-0250,13
669641,JR-0250,11
669642,DM-1600,6
669643,DM-1600,9
669644,DM-1600,7
669650,AW-1350,5
669651,AW-1350,3
669654,DM-1600,4
669655,DM-1600,2
669659,DM-1600,5
669663,OD-0200,7
669666,OD-0200,9
669667,OD-0200,10
669669,OD-0200,15
669672,CM-2280,2
669674,CM-2280,0
669680,OD-0200,4
669681,OD-0200,2
669684,DM-1600,3
669686,MC-0700,4
669687,DM-1600,15
669690,DM-1600,1
669691,DM-1600,1
669694,SV-0200,1
669710,SV-0200,14
669712,EM-0200,-1
669714,DM-1600,4
669715,DM-1600,4
669716,LW-1150,4
669718,DM-1600,1
669722,DM-1600,0
669723,DM-1600,8
669724,DM-1600,3
669726,DM-1600,3
669728,RJ-0800,5
669729,RJ-0800,0
669731,SV-0200,39
669732,SV-0200,2
669737,DM-1600,2
669738,DM-1600,22
669739,DM-1600,5
669740,DM-1600,1
669745,OD-0200,-1
669751,DM-1600,3
669752,LW-1150,6
669753,DM-1600,6
669754,DM-1600,5
669755,CM-2280,13
669756,CM-2280,1
669764,DM-1600,2
669765,DM-1600,10
669766,DM-1600,7
669768,LW-1150,10
669769,DM-1600,9
669770,DM-1600,4
669771,CM-2280,2
669775,AW-1350,2
669776,AW-1350,3
669777,OD-0200,2
669779,EM-0200,-1
669780,EM-0200,-1
669781,EM-0200,-1
669784,DM-4300,7
669785,DM-4300,11
669787,DS-3300,4
669791,JS-6700,9
669792,JS-6700,36
669794,MT-1300,2
669799,DM-4300,4
669802,DM-4300,1
669804,RM-1200,1
669808,JS-6700,1
669810,CN-0500,3
669812,JS-6700,3
669816,DM-4300,6
669818,DS-3300,6
669821,DS-3300,-1
669823,SB-1100,2
669824,SB-1100,2
669826,DM-4300,2
669827,RM-1200,6
669830,JS-6700,7
669831,JS-6700,10
669832,JS-6700,3
669837,RM-1200,4
669840,RM-1200,22
669847,TG-0900,43
669848,JS-6700,0
669851,CN-0500,2
669854,DM-4300,2
669855,DM-4300,2
669871,CN-0500,-1
669874,JS-6700,-1
669878,MT-1300,3
669882,SB-1100,2
669883,DM-4300,2
669885,DM-4300,3
669886,RM-1200,63
669890,JS-6700,5
669892,DM-4300,0
669895,DM-4300,0
669896,DM-4300,1
669900,JS-6700,9
669901,JS-6700,2
669903,MT-1300,11
669904,JS-6700,6
669905,JS-6700,3
669906,JS-6700,3
669913,RM-1200,1
669915,DM-4300,3
669916,DM-4300,8
669917,DM-4300,1
669923,JS-6700,7
669925,CN-0500,16
669927,JS-6700,1
669931,DM-4300,4
669932,DM-4300,8
669937,JS-6700,4
669938,JS-6700,3
669941,JS-6700,5
669942,JS-6700,4
669943,CA-1175,0
669952,JS-6700,-2
669953,JS-6700,1
669954,JS-6700,6
669962,CJ-1700,6
669963,CJ-1700,10
669966,CJ-1700,0
669967,CJ-1700,4
669971,JF-2800,11
669972,JF-2800,1
669976,JF-2800,-1
669983,CJ-1700,26
669987,JF-2800,9
669990,JF-2800,1
669991,JA-1025,6
669993,JF-2800,-1
669998,CG-1060,-6
669999,JF-2800,-1
670001,CJ-1700,1
670003,CJ-1700,4
670004,CP-0500,3
670008,JF-2800,0
670011,JA-1025,15
670014,JF-2800,14
670021,CJ-1700,-2
670023,CJ-1700,2
670025,CJ-1700,-2
670036,JF-2800,1
670039,CJ-1700,5
670042,DJ-1325,-2
670049,JA-1025,4
670055,CJ-1700,2
670056,CJ-1700,1
670058,CJ-1700,62
670059,CJ-1700,2
670064,JF-2800,3
670068,JF-2800,-1
670070,AE-0750,3
670072,AE-0750,3
670073,AE-0750,6
670074,DJ-1325,1
670078,AE-0750,6
670087,AE-0750,3
670096,CJ-1700,0
670099,CJ-1700,1
670102,CJ-1700,0
670104,DJ-1325,6
670117,CP-0500,-1
670119,LB-0500,8
670120,LB-0500,4
670125,LB-0500,6
670126,LB-0500,4
670130,LM-1150,8
670134,LM-1150,0
670137,RT-0150,-1
670138,LM-1150,3
670145,LB-0500,0
670146,TB-2300,1
670154,RT-0150,0
670156,LB-0500,5
670157,LB-0500,-2
670160,LM-1150,0
670170,JG-3050,0
670176,DL-1700,3
670179,LB-0500,2
670186,LB-0500,2
670187,LB-0500,5
670192,LM-1150,-1
670196,DL-1700,-3
670212,LM-1150,4
670216,LM-1150,1
670219,DL-1700,11
670222,DL-1700,10
670223,LB-0500,1
670226,LB-0500,3
670227,LB-0500,8
670228,LB-0500,0
670236,LM-1150,2
670237,LM-1150,-2
670241,DL-1700,-2
670259,LB-0500,14
670260,LB-0500,9
670261,LB-0500,3
670281,JW-2550,1
670283,JW-2550,-1
670284,JW-2550,3
670286,JG-3050,1
670292,JB-2700,32
670293,JB-2700,1
670296,TR-0370,3
670298,TR-0370,4
670306,CW-1450,-1
670307,CW-1450,5
670309,CW-1450,5
670310,AS-1600,8
670311,DT-0850,10
670314,JB-2700,7
670318,CW-1450,9
670322,AA-0025,3
670326,AS-1600,49
670328,CW-1450,-1
670333,AS-1600,12
670339,CW-1450,5
670340,CW-1450,15
670341,CW-1450,1
670346,JB-2700,0
670347,JB-2700,12
670355,CW-1450,8
670358,JB-2700,3
670360,TR-0370,2
670368,CW-1450,1
670369,AS-1600,-1
670371,CW-1450,2
670373,KD-0450,3
670374,CW-1450,3
670376,AS-1600,10
670377,CW-1450,4
670379,CW-1450,1
670384,JB-2700,1
670389,CW-1450,1
670394,KD-0450,-1
670395,CW-1450,6
670407,CW-1450,2
670415,CW-1450,-1
670423,MS-4100,5
670428,CW-1450,32
670429,SW-0350,4
670436,CW-1450,0
670437,KD-0450,5
670439,KD-0450,2
670441,SW-0350,8
670443,TR-0370,2
670446,TR-0370,6
670453,DF-1875,2
670456,DF-1875,2
670457,DF-1875,1
670458,MR-2500,2
670459,DF-1875,0
670461,DF-1875,0
670465,DM-0450,2
670466,DM-0450,4
670468,DM-0450,18
670469,DM-0450,5
670470,DM-0450,3
670471,DM-0450,-5
670475,DM-0450,1
670481,DF-1875,6
670482,DF-1875,-4
670484,TC-2050,7
670485,TC-2050,2
670488,DF-1875,7
670489,DF-1875,3
670490,DF-1875,0
670492,DF-1875,2
670493,MR-2500,0
670495,CS-1950,1
670498,CS-1950,7
670499,CS-1950,4
670500,DM-0450,-2
670505,DF-1875,20
670507,DF-1875,6
670513,CS-1950,7
670523,DM-0450,1
670527,DF-1875,0
670530,DF-1875,7
670531,TC-2050,2
670533,MR-2500,0
670534,DM-0450,9
670539,DM-0450,2
670540,JW-5650,21
670541,DM-0450,-2
670543,JW-5650,4
670551,DF-1875,14
670552,DF-1875,3
670562,DM-0450,1
670565,CS-1950,-2
670576,DF-1875,2
670579,DF-1875,16
670580,DF-1875,4
670582,DF-1875,-3
670585,DM-0450,5
670586,DM-0450,-1
670588,DM-0450,6
670589,DM-0450,3
670590,DM-0450,0
670600,JW-5650,-1
670609,CS-1950,5
670610,DM-0450,10
670611,DM-0450,4
670612,DM-0450,1
670615,DM-0450,2
670616,DM-0450,4
670627,JN-0625,0
670629,AE-0750,3
670630,CJ-1700,3
670631,CJ-1700,-1
670633,CJ-1700,1
670636,CJ-1700,5
670640,IC-0300,1
670642,IC-0300,-1
670646,AE-0750,0
670649,CJ-1700,4
670650,CJ-1700,13
670651,RT-1950,-1
670661,IC-0300,8
670663,IC-0300,3
670668,CJ-1700,5
670669,CJ-1700,6
670675,IC-0300,5
670677,IC-0300,0
670683,JM-2900,0
670684,JM-2900,10
670685,RT-1950,3
670690,CJ-1700,4
670693,CJ-1700,3
670696,CJ-1700,0
670702,IC-0300,5
670703,IC-0300,0
670704,RT-1950,1
670713,DJ-1850,3
670718,CJ-1700,1
670720,CJ-1700,2
670726,IC-0300,-7
670731,CJ-1700,4
670732,CJ-1700,4
670737,IC-0300,0
670744,CJ-1700,6
670745,CJ-1700,5
670746,CJ-1700,4
670754,CJ-1700,0
670755,JM-2900,6
670758,CJ-1700,7
670759,CJ-1700,-1
670764,CJ-1700,6
670766,CJ-1700,1
670769,CP-0500,8
670776,JM-2900,2
670779,JM-2900,0
670780,CJ-1700,2
670781,AE-0750,-3
670783,CJ-1700,3
670784,DJ-1325,4
670786,CJ-1700,8
670787,CJ-1700,1
670788,CJ-1700,7
670789,CJ-1700,3
670790,CJ-1700,3
670798,JM-0850,1
670801,CP-0500,-1
670802,CP-0500,-1
670807,MD-0150,0
670808,CK-0100,9
670809,CK-0100,2
670810,MD-0150,5
670814,TG-1950,5
670815,TG-1950,1
670818,KG-0350,-2
670822,TG-1950,2
670825,TG-1950,0
670829,MD-0150,-1
670830,MD-0150,-1
670831,MD-0150,-1
670833,TG-1950,3
670842,TG-1950,4
670845,MD-0150,-3
670847,CK-0100,6
670849,TM-0650,1
670858,MD-0150,-1
670862,TG-1950,71
670869,TG-1950,3
670872,TM-0650,1
670876,MD-0150,2
670877,MD-0150,1
670880,MD-0150,3
670889,TA-1050,6
670890,TG-1950,4
670891,TG-1950,5
670897,TA-1050,2
670900,CK-0100,-1
670902,TG-1950,8
670903,TG-1950,4
670904,TG-1950,3
670912,TG-1950,2
670913,TA-1050,13
670914,TG-1950,7
670915,TG-1950,8
670917,TG-1950,-5
670920,KG-0350,1
670921,KG-0350,2
670925,TM-0650,3
670927,TM-0650,6
670928,TM-0650,4
670929,TM-0650,-2
670930,TM-0650,4
670931,TM-0650,1
670936,CK-0100,6
670939,TG-1950,3
670940,TG-1950,3
670941,TG-1950,2
670944,KG-0350,2
670951,TM-0650,4
670952,TM-0650,3
670956,KG-0350,3
670958,CK-0100,6
670961,TM-0650,2
670962,TM-0650,-1
670963,TM-0650,4
670971,TM-0650,9
670972,TM-0650,7
670973,NF-0250,-1
670974,NF-0250,-1
670975,NF-0250,-1
670978,KR-1050,0
670982,RJ-0800,1
670985,SV-0200,-4
670988,AW-1350,0
670989,AW-1350,-1
670994,CS-3400,3
670997,DB-3800,1
671001,AW-1350,4
671006,MI-0100,7
671007,KR-1050,3
671014,OD-0200,6
671016,OD-0200,17
671019,OD-0200,0
671021,OD-0200,0
671028,MI-0100,3
671032,RJ-0800,2
671044,MI-0100,4
671045,KR-1050,-1
671047,CS-3400,9
671048,KR-1050,2
671049,MI-0100,-2
671050,MI-0100,2
671055,SV-0200,7
671069,RJ-0800,5
671071,RJ-0800,2
671079,MI-0100,0
671082,MI-0100,10
671087,AW-1350,4
671091,CS-3400,-2
671095,RJ-0800,17
671098,AW-1350,0
671103,MI-0100,9
671105,MI-0100,5
671106,CS-3400,11
671108,MI-0100,11
671114,RJ-0800,12
671115,RJ-0800,3
671117,RJ-0800,4
671120,RJ-0800,3
671123,RJ-0800,5
671130,BC-2325,-3
671140,MI-0100,7
671143,MI-0100,4
671151,MI-0100,2
671159,MI-0100,0
671160,MI-0100,16
671161,MI-0100,2
671171,AP-0700,6
671176,MF-1300,5
671177,MF-1300,3
671182,AP-0700,8
671183,AP-0700,3
671184,AP-0700,1
671188,AP-0700,3
671191,MF-1300,3
671192,MF-1300,4
671197,MF-1300,14
671198,ER-0500,-1
671199,MF-1300,0
671202,AP-0700,1
671203,AP-0700,3
671207,AP-0700,11
671209,AP-0700,9
671210,AP-0700,12
671211,JM-3450,2
671222,AP-0700,12
671223,AP-0700,3
671224,AP-0700,5
671225,AP-0700,-2
671227,MF-1300,3
671231,MF-1300,3
671234,JM-3450,16
671243,MA-1150,5
671245,MF-1300,5
671247,MF-1300,1
671251,JL-0280,9
671252,JL-0280,4
671258,AP-0700,3
671261,TB-2650,2
671267,JL-0280,4
671270,JL-0280,4
671273,JL-0280,4
671277,AP-0700,5
671278,AP-0700,7
671279,AP-0700,0
671281,AP-0700,4
671286,JL-0280,6
671287,JL-0280,5
671288,JL-0280,-1
671289,JL-0280,3
671291,JL-0280,2
671295,JL-0280,4
671296,JC-6200,7
671298,JL-0280,2
671299,JC-6200,4
671303,TB-2650,19
671318,AP-0700,9
671321,MG-1150,3
671325,JF-2800,2
671329,JF-2800,1
671334,MG-1150,3
671337,MG-1150,3
671339,MG-1150,4
671340,MG-1150,4
671347,JF-2800,8
671349,JF-2800,2
671354,MG-1150,4
671357,MG-1150,3
671358,MG-1150,1
671360,MG-1150,3
671363,MG-1150,5
671365,MG-1150,-1
671378,JA-1025,3
671383,MG-1150,6
671384,MG-1150,5
671389,MG-1150,1
671391,DW-4300,5
671400,JF-1900,-1
671411,MG-1150,4
671413,MG-1150,4
671415,MG-1150,3
671417,BO-0150,4
671422,JF-2800,8
671423,JF-2800,1
671424,JA-1025,4
671435,JF-2800,5
671437,JF-2800,9
671438,JF-2800,3
671440,JA-1025,1
671445,BO-0150,5
671446,BO-0150,6
671448,BO-0150,3
671449,PR-0300,0
671451,JF-2800,0
671454,JF-1900,2
671455,JA-1025,-7
671457,MG-1150,-1
671462,JF-2800,7
671463,JF-2800,6
671464,JF-2800,1
671466,JF-1900,1
671471,DW-4300,3
671473,DW-4300,1
671479,JF-2800,4
671482,JF-2800,11
671483,JF-1900,0
671486,JF-2800,0
671487,JF-2800,1
671490,LB-0250,1
671491,LB-0250,7
671496,LB-0250,4
671497,LB-0250,6
671498,LB-0250,2
671502,LB-0250,5
671510,JH-4025,12
671514,AD-0100,5
671523,JH-4025,15
671524,JH-4025,2
671530,LB-0250,7
671531,LB-0250,5
671533,LB-0250,2
671534,LB-0250,6
671538,AD-0100,1
671543,DW-3600,-1
671553,MJ-2250,2
671555,AD-0100,0
671557,DW-3600,1
671570,AD-0100,-1
671571,AD-0100,-1
671573,JH-4025,6
671576,JH-4025,4
671579,DW-3600,2
671580,DW-3600,3
671590,DW-3600,-1
671598,JH-4025,4
671599,JH-4025,4
671601,JH-4025,4
671602,JH-4025,5
671603,JH-4025,-1
671606,DW-3600,6
671608,DW-3600,55
671623,GB-0350,12
671627,DW-3600,2
671631,AD-0100,0
671634,DW-3600,4
671636,JH-4025,-1
671637,JH-4025,6
671646,JH-4025,1
671647,JH-4025,2
671648,JH-4025,-3
671667,AA-1350,9
671669,DM-1200,7
671670,AA-1350,2
671673,AA-1350,2
671674,AA-1350,2
671678,AB-1975,1
671682,AA-1350,2
671683,AA-1350,6
671684,AA-1350,0
671687,CP-1950,3
671688,CP-1950,2
671691,CP-1950,5
671694,AA-1350,1
671695,AA-1350,-2
671706,AB-1975,1
671712,AA-1350,-1
671713,DM-1200,6
671716,AB-1975,0
671727,KW-2550,7
671731,CP-1950,3
671732,CP-1950,0
671740,BH-1900,-1
671743,AA-1350,1
671748,AB-1975,2
671750,AB-1975,7
671755,AA-1350,28
671756,AA-1350,0
671770,AA-1350,3
671772,AA-1350,3
671773,AA-1350,8
671776,CP-1950,2
671782,CP-1950,3
671791,AB-1975,5
671792,AB-1975,8
671793,AB-1975,0
671800,DM-1200,2
671806,AB-1975,1
671807,AB-1975,4
671808,AB-1975,3
671810,CP-1950,0
671811,AB-1975,1
671812,AB-1975,2
671813,AB-1975,4
671819,CI-0300,-3
671821,CI-0300,-2
671823,RF-0500,12
671824,CI-0300,7
671825,CI-0300,-3
671827,CI-0300,6
671828,CI-0300,3
671829,CI-0300,-1
671835,TJ-2400,3
671838,LM-1850,26
671841,LM-1850,6
671842,LM-1850,1
671847,CI-0300,1
671851,LM-1850,6
671854,TJ-2400,2
671857,LM-1850,1
671859,LM-1850,0
671863,CI-0300,6
671864,CI-0300,1
671868,LM-1850,12
671870,LM-1850,2
671876,AC-2350,2
671877,LM-1850,12
671878,LM-1850,2
671884,ZS-0150,6
671888,ZS-0150,3
671892,DC-0725,-1
671894,LM-1850,8
671895,LM-1850,2
671896,LM-1850,0
671903,GS-1050,5
671905,CI-0300,4
671906,CI-0300,3
671913,LM-1850,25
671928,LM-1850,0
671930,LM-1850,9
671931,LM-1850,2
671939,CI-0300,-4
671944,GS-1050,29
671947,CI-0300,0
671951,LM-1850,0
671955,CI-0300,-1
671963,LM-1850,-2
671971,LM-1850,1
671976,ZS-0150,2
671985,DC-0725,-1
671987,ML-2500,11
671988,ML-2500,3
671991,ML-2500,2
671992,ML-2500,-2
671995,ML-2500,4
671996,ML-2500,1
672001,DM-1600,8
672002,DM-1600,4
672003,DM-1600,2
672004,DM-1600,12
672006,DM-1600,0
672007,DM-1600,0
672008,DM-1600,3
672009,DM-1600,3
672018,ML-2500,4
672021,DM-1600,-2
672025,ML-2500,-1
672029,DM-1600,3
672030,DM-1600,-2
672034,ML-2500,12
672035,TR-0112,1
672037,TR-0112,0
672043,CM-2280,4
672044,MC-0700,24
672046,CM-2280,4
672047,MC-0700,12
672049,CM-2280,0
672058,MC-0700,-1
672061,DM-1600,3
672062,MC-0700,8
672063,DM-1600,6
672064,DM-1600,2
672066,DM-1600,8
672067,CM-2280,3
672075,RW-3850,3
672079,CM-2280,9
672081,DM-1600,3
672082,LW-1150,2
672085,ML-2500,7
672086,ML-2500,7
672091,DM-1600,4
672096,ML-2500,9
672097,ML-2500,6
672098,TR-0112,7
672099,TR-0112,2
672100,ML-2500,2
672102,ML-2500,0
672106,DM-1600,1
672107,DM-1600,7
672108,DM-1600,-1
672111,ML-2500,4
672115,RW-3850,7
672118,ML-2500,3
672119,RW-3850,8
672120,ML-2500,6
672121,ML-2500,-3
672122,RW-3850,10
672123,ML-2500,-2
672124,ML-2500,-2
672125,RW-3850,5
672134,RW-3850,-1
672139,RH-2350,1
672142,EL-0010,4
672143,EL-0010,11
672146,JS-6200,0
672151,RH-2350,16
672152,RH-2350,3
672154,CA-0750,9
672155,CA-0750,8
672157,RH-2350,0
672159,RH-2350,1
672170,RH-2350,-2
672174,RH-2350,15
672178,EL-0010,0
672179,EL-0010,1
672183,CA-0750,8
672185,CA-0750,19
672186,RH-2350,7
672187,RH-2350,-1
672188,RH-2350,0
672191,AR-1300,14
672192,JS-6200,4
672196,EL-0010,1
672198,RC-1500,10
672199,EL-0010,15
672201,EL-0010,1
672202,EL-0010,2
672210,RH-2350,0
672213,CA-0750,-1
672217,EL-0010,-1
672221,JS-6200,2
672222,JS-6200,0
672224,AR-1300,17
672225,JS-6200,3
672226,EL-0010,3
672232,CA-0750,2
672234,CA-0750,-2
672237,JT-2450,-1
672238,CA-0750,28
672245,EL-0010,1
672249,RH-2350,3
672250,RH-2350,8
672252,CA-0750,1
672254,RH-2350,1
672261,RH-2350,4
672263,RH-2350,3
672271,CA-0750,5
672272,CA-0750,18
672273,CA-0750,3
672274,CA-0750,6
672275,RH-2350,1
672276,RH-2350,0
672277,RH-2350,0
672278,CA-0750,-3
672280,AH-1150,0
672281,AH-1150,2
672284,AL-1100,0
672285,JS-6700,3
672290,FG-0200,5
672291,FG-0200,2
672293,JS-6700,1
672296,JS-6700,2
672299,JS-6700,2
672300,CN-0500,2
672303,JS-6700,7
672304,CN-0500,7
672305,JS-6700,3
672308,FG-0200,0
672310,AB-2600,23
672311,FG-0200,5
672312,FG-0200,-2
672315,JS-6700,1
672316,CN-0500,7
672322,FG-0200,9
672325,JS-6700,3
672329,FG-0200,-1
672332,FG-0200,4
672333,FG-0200,3
672334,AB-2600,0
672337,CN-0500,9
672338,JS-6700,2
672340,JS-6700,0
672342,AL-1100,6
672349,FG-0200,0
672351,FG-0200,4
672352,FG-0200,5
672353,AB-2600,-2
672355,JS-6700,-7
672359,CN-0500,-2
672363,FG-0200,7
672364,FG-0200,10
672366,JS-6700,13
672368,JS-6700,4
672369,CN-0500,11
672370,JS-6700,7
672371,JS-6700,1
